Date,indus_at_tarbela (cfs),kabul_at_nowshera (cfs),jhelum_at_mangal (cfs),cheanab_at_marala (cfs),Year
2018-05-25,38499.97293,18799.98678,32599.97708,19999.98594,2018
2018-05-26,38499.97293,16699.98826,33299.97659,19999.98594,2018
2018-05-27,42199.97033,18099.98727,34299.97589,18299.98713,2018
2018-05-28,46599.96724,19999.98594,34099.97603,22899.9839,2018
2018-05-29,50899.96422,20899.98531,34399.97582,22899.9839,2018
2018-05-30,62399.95613,24199.98299,35499.97504,19199.9865,2018
2018-05-31,65199.95416,30699.97842,35999.97469,24899.98249,2018
2018-06-01,70099.95072,34499.97575,33799.97624,19199.9865,2018
2018-06-02,77699.94537,42499.97012,38199.97314,37999.97328,2018
2018-06-03,83299.94144,48399.96597,40399.9716,35699.9749,2018
2018-06-04,95599.93279,59299.95831,41899.97054,43199.96963,2018
2018-06-05,126499.9111,61199.95697,42699.96998,50999.96414,2018
2018-06-06,144899.8981,70099.95072,44099.969,60499.95747,2018
2018-06-07,153699.8919,81399.94277,47099.96689,60199.95768,2018
2018-06-08,155499.8907,90999.93602,42699.96998,67099.95283,2018
2018-06-09,161799.8862,91999.93532,42099.9704,68599.95177,2018
2018-06-10,166599.8829,91699.93553,45199.96822,74899.94734,2018
2018-06-11,166999.8826,89299.93722,44399.96879,59899.95789,2018
2018-06-12,166399.883,85299.94003,39999.97188,54799.96147,2018
2018-06-13,160199.8874,78699.94467,42899.96984,41699.97068,2018
2018-06-14,150499.8942,76499.94622,39099.97251,42499.97012,2018
2018-06-15,151199.8937,73499.94833,39899.97195,58399.95894,2018
2018-06-16,155799.8905,74499.94762,35299.97518,53199.9626,2018
2018-06-17,157799.8891,75799.94671,37599.97357,53799.96218,2018
2018-06-18,147599.8962,73799.94812,36799.97413,49599.96513,2018
2018-06-19,133799.9059,71199.94994,31499.97785,41299.97096,2018
2018-06-20,139199.9021,68399.95191,31599.97778,41299.97096,2018
2018-06-21,138999.9023,60099.95775,28399.98003,33699.97631,2018
2018-06-22,125599.9117,56699.96014,31799.97764,33699.97631,2018
2018-06-23,126399.9111,61199.95697,29299.9794,39299.97237,2018
2018-06-24,121099.9149,58599.9588,26399.98144,35599.97497,2018
2018-06-25,114299.9196,53099.96267,26999.98102,33799.97624,2018
2018-06-26,110299.9225,45499.96801,26299.98151,31799.97764,2018
2018-06-27,109699.9229,43099.9697,26299.98151,31899.97757,2018
2018-06-28,94899.93328,43599.96935,27999.98031,35799.97483,2018
2018-06-29,99299.93019,44299.96886,26099.98165,60999.95711,2018
2018-06-30,96599.93209,43899.96914,22099.98446,108999.9234,2018
2018-07-01,95699.93272,45199.96822,29099.97954,88099.93806,2018
2018-07-02,108599.9236,46999.96696,30599.97849,72599.94896,2018
2018-07-03,131599.9075,46799.9671,35399.97511,68099.95212,2018
2018-07-04,148399.8957,52799.96288,40399.9716,67999.95219,2018
2018-07-05,154099.8917,59199.95838,47699.96646,60799.95726,2018
2018-07-06,149099.8952,52999.96274,48499.9659,68699.9517,2018
2018-07-07,133099.9064,49799.96499,46499.96731,43399.96949,2018
2018-07-08,114999.9192,44499.96871,39999.97188,48999.96555,2018
2018-07-09,121299.9147,40699.97139,39299.97237,53199.9626,2018
2018-07-10,123599.9131,33199.97666,39299.97237,68599.95177,2018
2018-07-11,150799.894,34999.97539,43399.96949,72799.94882,2018
2018-07-12,171299.8796,38699.97279,47299.96675,69199.95135,2018
2018-07-13,178499.8745,45099.96829,44999.96836,69199.95135,2018
2018-07-14,212799.8504,53799.96218,49199.96541,88099.93806,2018
2018-07-15,221499.8443,55599.96091,39999.97188,67599.95247,2018
2018-07-16,218999.846,58199.95908,37099.97392,72399.9491,2018
2018-07-17,220199.8452,65699.95381,34299.97589,82999.94165,2018
2018-07-18,227299.8402,62699.95592,38499.97293,88399.93785,2018
2018-07-19,226899.8405,65699.95381,38499.97293,74899.94734,2018
2018-07-20,207599.854,65599.95388,32799.97694,88499.93778,2018
2018-07-21,230999.8376,66299.95339,33399.97652,82399.94207,2018
2018-07-22,249599.8245,62999.95571,33399.97652,81399.94277,2018
2018-07-23,259099.8178,61199.95697,45999.96766,82899.94172,2018
2018-07-24,276299.8058,89299.93722,48499.9659,87599.93841,2018
2018-07-25,279599.8034,89499.93708,51799.96358,89399.93715,2018
2018-07-26,271299.8093,72599.94896,47499.96661,96199.93237,2018
2018-07-27,276999.8053,78099.94509,57199.95979,97299.93159,2018
2018-07-28,277599.8048,78899.94453,45899.96773,80699.94326,2018
2018-07-29,256899.8194,73899.94805,42099.9704,68599.95177,2018
2018-07-30,215299.8486,65699.95381,34499.97575,63299.9555,2018
2018-07-31,181999.872,57999.95922,30899.97828,57399.95965,2018
2018-08-01,164999.884,49099.96548,28099.98024,63399.95543,2018
2018-08-02,159999.8875,41999.97047,29399.97933,59399.95824,2018
2018-08-03,160399.8872,38999.97258,28399.98003,59799.95796,2018
2018-08-04,163299.8852,36799.97413,28099.98024,58799.95866,2018
2018-08-05,166799.8827,37799.97343,25899.98179,66899.95297,2018
2018-08-06,184799.8701,37499.97364,26999.98102,76999.94587,2018
2018-08-07,214799.849,37999.97328,36599.97427,98099.93103,2018
2018-08-08,242699.8294,43799.96921,73799.94812,120299.9154,2018
2018-08-09,254099.8214,58599.9588,34499.97575,117599.9173,2018
2018-08-10,257099.8192,63899.95508,37599.97357,89799.93687,2018
2018-08-11,259899.8173,52699.96295,35199.97525,87899.9382,2018
2018-08-12,253299.8219,51999.96344,32299.97729,87799.93827,2018
2018-08-13,262199.8157,48599.96583,37099.97392,111099.9219,2018
2018-08-14,281199.8023,48999.96555,56999.95993,177299.8754,2018
2018-08-15,270699.8097,51499.96379,44099.969,96299.9323,2018
2018-08-16,240299.8311,47099.96689,31199.97807,75699.94678,2018
2018-08-17,214799.849,43399.96949,32299.97729,69099.95142,2018
2018-08-18,210199.8522,41699.97068,28799.97975,71299.94987,2018
2018-08-19,221599.8442,41299.97096,33499.97645,79599.94404,2018
2018-08-20,224799.842,45799.9678,29299.9794,74299.94776,2018
2018-08-21,210399.8521,40999.97118,25499.98207,79599.94404,2018
2018-08-22,206599.8548,36999.97399,29299.9794,78399.94488,2018
2018-08-23,225099.8417,37099.97392,27999.98031,75099.9472,2018
2018-08-24,230499.8379,40699.97139,25399.98214,78499.94481,2018
2018-08-25,234499.8351,40499.97153,25399.98214,78499.94481,2018
2018-08-26,232999.8362,38299.97307,27999.98031,67999.95219,2018
2018-08-27,210299.8522,36899.97406,25399.98214,68999.95149,2018
2018-08-28,189799.8666,35299.97518,21599.98481,53799.96218,2018
2018-08-29,161799.8862,31699.97771,16399.98847,58399.95894,2018
2018-08-30,145499.8977,23899.9832,17699.98756,53799.96218,2018
2018-08-31,154599.8913,20899.98531,16399.98847,56699.96014,2018
2018-09-01,163099.8853,21099.98517,15099.98938,60499.95747,2018
2018-09-02,162099.886,20499.98559,16399.98847,52999.96274,2018
2018-09-03,165999.8833,21399.98495,16399.98847,56699.96014,2018
2018-09-04,164299.8845,21499.98488,13899.99023,52999.96274,2018
2018-09-05,154499.8914,21999.98453,15099.98938,45399.96808,2018
2018-09-06,144499.8984,20599.98552,13899.99023,49199.96541,2018
2018-09-07,133599.9061,16699.98826,12599.99114,45399.96808,2018
2018-09-08,136799.9038,15399.98917,12599.99114,56699.96014,2018
2018-09-09,136199.9042,13399.99058,12599.99114,49399.96527,2018
2018-09-10,130899.908,12199.99142,11799.9917,41899.97054,2018
2018-09-11,122299.914,11899.99163,14599.98974,37999.97328,2018
2018-09-12,115499.9188,11699.99177,14599.98974,45599.96794,2018
2018-09-13,112899.9206,13099.99079,13299.99065,38599.97286,2018
2018-09-14,111599.9215,13699.99037,15899.98882,36899.97406,2018
2018-09-15,108899.9234,13699.99037,17099.98798,37799.97343,2018
2018-09-16,100899.9291,12999.99086,11999.99156,29399.97933,2018
2018-09-17,88799.93757,16499.9884,12599.99114,19999.98594,2018
2018-09-18,77499.94551,13699.99037,12799.991,19999.98594,2018
2018-09-19,69199.95135,11399.99199,12799.991,20499.98559,2018
2018-09-20,63999.95501,10899.99234,10299.99276,19999.98594,2018
2018-09-21,61099.95704,10999.99227,12799.991,19999.98594,2018
2018-09-22,58299.95901,11199.99213,10299.99276,19199.9865,2018
2018-09-23,62299.9562,11699.99177,10299.99276,20099.98587,2018
2018-09-24,59899.95789,12899.99093,10699.99248,91299.93581,2018
2018-09-25,59699.95803,10199.99283,9099.993602,55599.96091,2018
2018-09-26,61099.95704,11299.99206,10299.99276,37199.97385,2018
2018-09-27,62599.95599,11099.9922,9099.993602,29799.97905,2018
2018-09-28,58799.95866,10699.99248,9099.993602,26099.98165,2018
2018-09-29,53799.96218,10799.99241,9099.993602,24199.98299,2018
2018-09-30,54299.96182,10399.99269,10299.99276,24499.98278,2018
2018-10-01,51299.96393,9699.993181,9099.993602,20499.98559,2018
2018-10-02,49899.96492,7399.994798,10599.99255,20099.98587,2018
2018-10-03,48699.96576,6799.995219,8199.994235,18499.98699,2018
2018-10-04,45799.9678,7199.994938,9699.993181,17999.98735,2018
2018-10-05,44799.9685,7599.994657,6199.995641,19299.98643,2018
2018-10-06,42699.96998,7599.994657,4699.996696,18699.98685,2018
2018-10-07,40799.97132,7499.994727,8099.994305,17599.98763,2018
2018-10-08,43399.96949,8199.994235,11399.99199,17399.98777,2018
2018-10-09,39399.9723,7999.994376,7099.995008,16099.98868,2018
2018-10-10,37899.97335,8699.993884,9199.993532,16399.98847,2018
2018-10-11,36899.97406,8799.993813,10399.99269,15799.98889,2018
2018-10-12,37199.97385,8599.993954,11499.99192,15999.98875,2018
2018-10-13,35399.97511,7799.994516,10399.99269,15799.98889,2018
2018-10-14,33899.97617,7299.994868,9399.993391,15799.98889,2018
2018-10-15,33099.97673,6999.995079,8299.994165,14499.98981,2018
2018-10-16,31499.97785,6499.99543,7599.994657,13399.99058,2018
2018-10-17,34599.97567,6499.99543,9699.993181,13199.99072,2018
2018-10-18,35699.9749,6599.99536,10699.99248,13399.99058,2018
2018-10-19,31199.97807,6999.995079,11099.9922,12899.99093,2018
2018-10-20,30399.97863,6799.995219,11099.9922,12499.99121,2018
2018-10-21,27799.98046,5599.996063,8599.993954,12199.99142,2018
2018-10-22,28799.97975,4999.996485,9699.993181,12199.99142,2018
2018-10-23,27499.98067,5399.996204,8599.993954,10399.99269,2018
2018-10-24,27999.98031,5099.996414,8599.993954,12199.99142,2018
2018-10-25,26899.98109,5099.996414,7599.994657,12199.99142,2018
2018-10-26,26599.9813,5199.996344,7599.994657,10999.99227,2018
2018-10-27,25899.98179,4999.996485,8599.993954,10999.99227,2018
2018-10-28,25499.98207,4799.996625,8599.993954,10499.99262,2018
2018-10-29,24899.98249,4899.996555,7599.994657,10199.99283,2018
2018-10-30,24899.98249,4299.996977,7599.994657,10499.99262,2018
2018-10-31,24799.98256,4499.996836,7199.994938,11899.99163,2018
2018-11-01,23399.98355,4299.996977,7199.994938,9699.993181,2018
2018-11-02,32799.97694,8199.994235,7999.994376,9599.993251,2018
2018-11-03,31699.97771,25799.98186,10099.9929,9799.99311,2018
2018-11-04,29899.97898,12099.99149,16499.9884,13699.99037,2018
2018-11-05,27899.98039,10399.99269,17599.98763,21999.98453,2018
2018-11-06,25999.98172,7699.994587,9399.993391,16199.98861,2018
2018-11-07,26399.98144,7399.994798,10399.99269,11699.99177,2018
2018-11-08,25799.98186,6999.995079,12199.99142,11699.99177,2018
2018-11-09,25999.98172,6299.995571,12199.99142,10999.99227,2018
2018-11-10,24899.98249,6499.99543,12499.99121,13499.99051,2018
2018-11-11,23299.98362,6199.995641,10699.99248,11299.99206,2018
2018-11-12,23199.98369,5699.995993,14499.98981,11199.99213,2018
2018-11-13,21899.9846,6199.995641,11699.99177,10499.99262,2018
2018-11-14,23199.98369,5999.995782,11699.99177,10599.99255,2018
2018-11-15,22099.98446,5899.995852,11699.99177,10499.99262,2018
2018-11-16,22699.98404,5399.996204,12599.99114,10499.99262,2018
2018-11-17,22099.98446,5799.995922,12599.99114,10499.99262,2018
2018-11-18,21099.98517,4999.996485,12599.99114,10499.99262,2018
2018-11-19,20899.98531,4499.996836,10699.99248,10499.99262,2018
2018-11-20,18699.98685,4499.996836,10699.99248,10499.99262,2018
2018-11-21,18699.98685,4499.996836,11699.99177,10499.99262,2018
2018-11-22,20599.98552,4499.996836,10699.99248,10499.99262,2018
2018-11-23,30899.97828,4599.996766,8799.993813,10499.99262,2018
2018-11-24,29499.97926,4899.996555,9699.993181,9799.99311,2018
2018-11-25,28499.97996,3899.997258,9699.993181,9199.993532,2018
2018-11-26,29699.97912,3899.997258,9699.993181,9199.993532,2018
2018-11-27,27699.98053,4099.997118,9099.993602,9599.993251,2018
2018-11-28,28599.97989,3999.997188,9599.993251,9599.993251,2018
2018-11-29,27699.98053,4299.996977,8899.993743,9199.993532,2018
2018-11-30,27899.98039,4199.997047,8099.994305,8399.994094,2018
2018-12-01,27299.98081,3999.997188,8799.993813,8399.994094,2018
2018-12-02,25199.98228,4199.997047,8799.993813,8799.993813,2018
2018-12-03,25199.98228,3699.997399,7899.994446,8399.994094,2018
2018-12-04,24799.98256,3799.997328,7099.995008,8099.994305,2018
2018-12-05,23599.98341,4299.996977,5399.996204,8099.994305,2018
2018-12-06,22799.98397,4299.996977,6399.995501,7799.994516,2018
2018-12-07,20199.9858,4199.997047,7999.994376,7799.994516,2018
2018-12-08,21099.98517,3899.997258,8899.993743,7799.994516,2018
2018-12-09,20599.98552,3499.997539,8899.993743,8099.994305,2018
2018-12-10,20699.98545,4099.997118,8199.994235,9799.99311,2018
2018-12-11,21399.98495,4499.996836,7999.994376,7799.994516,2018
2018-12-12,20499.98559,5099.996414,8699.993884,7799.994516,2018
2018-12-13,19399.98636,5099.996414,7999.994376,7799.994516,2018
2018-12-14,20099.98587,5299.996274,7999.994376,12899.99093,2018
2018-12-15,19899.98601,4899.996555,9399.993391,8799.993813,2018
2018-12-16,20099.98587,4499.996836,8999.993673,7499.994727,2018
2018-12-17,19599.98622,4399.996907,9599.993251,7099.995008,2018
2018-12-18,18199.9872,4699.996696,7899.994446,7099.995008,2018
2018-12-19,18499.98699,4599.996766,7899.994446,7099.995008,2018
2018-12-20,17299.98784,4299.996977,8099.994305,7099.995008,2018
2018-12-21,17599.98763,4399.996907,7199.994938,5999.995782,2018
2018-12-22,16699.98826,4499.996836,5599.996063,5499.996133,2018
2018-12-23,17999.98735,4699.996696,6799.995219,6199.995641,2018
2018-12-24,16799.98819,4299.996977,8699.993884,6199.995641,2018
2018-12-25,15999.98875,4399.996907,5299.996274,6199.995641,2018
2018-12-26,15999.98875,4299.996977,6799.995219,6299.995571,2018
2018-12-27,16099.98868,4499.996836,6599.99536,9299.993462,2018
2018-12-28,15599.98903,4399.996907,6699.99529,9299.993462,2018
2018-12-29,15199.98931,4399.996907,6099.995711,7199.994938,2018
2018-12-30,15199.98931,4199.997047,5999.995782,7199.994938,2018
2018-12-31,15299.98924,4199.997047,6399.995501,7199.994938,2018
2019-01-01,14499.98981,4099.997118,5999.995782,7199.994938,2019
2019-01-02,15099.98938,4099.997118,6399.995501,6199.995641,2019
2019-01-03,14799.9896,3799.997328,5999.995782,6199.995641,2019
2019-01-04,14599.98974,4199.997047,5999.995782,6199.995641,2019
2019-01-05,14199.99002,4199.997047,5899.995852,6199.995641,2019
2019-01-06,13999.99016,4299.996977,6499.99543,6199.995641,2019
2019-01-07,14199.99002,4799.996625,6099.995711,6299.995571,2019
2019-01-08,13699.99037,5099.996414,6599.99536,6599.99536,2019
2019-01-09,13699.99037,4399.996907,6099.995711,6599.99536,2019
2019-01-10,13499.99051,4599.996766,6099.995711,6599.99536,2019
2019-01-11,13199.99072,4399.996907,6399.995501,6599.99536,2019
2019-01-12,14199.99002,4599.996766,6099.995711,6599.99536,2019
2019-01-13,14499.98981,5399.996204,6799.995219,6599.99536,2019
2019-01-14,13699.99037,5999.995782,7299.994868,6299.995571,2019
2019-01-15,13099.99079,6699.99529,6499.99543,6299.995571,2019
2019-01-16,14899.98952,6399.995501,6699.99529,6299.995571,2019
2019-01-17,14999.98945,6399.995501,6099.995711,6299.995571,2019
2019-01-18,15599.98903,6199.995641,6499.99543,6299.995571,2019
2019-01-19,15499.9891,6299.995571,6999.995079,6299.995571,2019
2019-01-20,15199.98931,6099.995711,6999.995079,6299.995571,2019
2019-01-21,14999.98945,6099.995711,7599.994657,6299.995571,2019
2019-01-22,21399.98495,6199.995641,8499.994024,10599.99255,2019
2019-01-23,21699.98474,7399.994798,17099.98798,35799.97483,2019
2019-01-24,18099.98727,7399.994798,11999.99156,20499.98559,2019
2019-01-25,17199.98791,7799.994516,11199.99213,12399.99128,2019
2019-01-26,16199.98861,7999.994376,11299.99206,12399.99128,2019
2019-01-27,15699.98896,7499.994727,11699.99177,11799.9917,2019
2019-01-28,15599.98903,7299.994868,10499.99262,10399.99269,2019
2019-01-29,15499.9891,6699.99529,10199.99283,10399.99269,2019
2019-01-30,14999.98945,6899.995149,8899.993743,10399.99269,2019
2019-01-31,14999.98945,6699.99529,10999.99227,9299.993462,2019
2019-02-01,15599.98903,7499.994727,10799.99241,10199.99283,2019
2019-02-02,17399.98777,7899.994446,11899.99163,11399.99199,2019
2019-02-03,17099.98798,8799.993813,11999.99156,11899.99163,2019
2019-02-04,17599.98763,8699.993884,8099.994305,11499.99192,2019
2019-02-05,16799.98819,7499.994727,9699.993181,15399.98917,2019
2019-02-06,17299.98784,6499.99543,8899.993743,11499.99192,2019
2019-02-07,18599.98692,7999.994376,9699.993181,12599.99114,2019
2019-02-08,19499.98629,9499.993321,17299.98784,67699.9524,2019
2019-02-09,19799.98608,9699.993181,15299.98924,29399.97933,2019
2019-02-10,18999.98664,7999.994376,14999.98945,19499.98629,2019
2019-02-11,18199.9872,7999.994376,13999.99016,14799.9896,2019
2019-02-12,17799.98749,8599.993954,13699.99037,13799.9903,2019
2019-02-13,17499.9877,8399.994094,13899.99023,13799.9903,2019
2019-02-14,18499.98699,7999.994376,14099.99009,12099.99149,2019
2019-02-15,21099.98517,9599.993251,15199.98931,14799.9896,2019
2019-02-16,22099.98446,13199.99072,17199.98791,25199.98228,2019
2019-02-17,19999.98594,17799.98749,15899.98882,19599.98622,2019
2019-02-18,18599.98692,10799.99241,16999.98805,17499.9877,2019
2019-02-19,18599.98692,9899.99304,18499.98699,17499.9877,2019
2019-02-20,19399.98636,9999.99297,18099.98727,14599.98974,2019
2019-02-21,17799.98749,10199.99283,18799.98678,14999.98945,2019
2019-02-22,23399.98355,10999.99227,43299.96956,93799.93405,2019
2019-02-23,20199.9858,12399.99128,40299.97167,29699.97912,2019
2019-02-24,19399.98636,11099.9922,30499.97856,26799.98116,2019
2019-02-25,16699.98826,10099.9929,25499.98207,18999.98664,2019
2019-02-26,17299.98784,9799.99311,25899.98179,20599.98552,2019
2019-02-27,17299.98784,9799.99311,22199.98439,18999.98664,2019
2019-02-28,21299.98503,9699.993181,21499.98488,13999.99016,2019
2019-03-01,21099.98517,9599.993251,20199.9858,13999.99016,2019
2019-03-02,20499.98559,8899.993743,20899.98531,15599.98903,2019
2019-03-03,21399.98495,8899.993743,21499.98488,15699.98896,2019
2019-03-04,22599.98411,11699.99177,24799.98256,17299.98784,2019
2019-03-05,19599.98622,11699.99177,23299.98362,17299.98784,2019
2019-03-06,19399.98636,10599.99255,22499.98418,17299.98784,2019
2019-03-07,18899.98671,10099.9929,20799.98538,17299.98784,2019
2019-03-08,18799.98678,9099.993602,20699.98545,17299.98784,2019
2019-03-09,18799.98678,8899.993743,21399.98495,15699.98896,2019
2019-03-10,17999.98735,7699.994587,18599.98692,16299.98854,2019
2019-03-11,17999.98735,6399.995501,19099.98657,16299.98854,2019
2019-03-12,20099.98587,8999.993673,21499.98488,13099.99079,2019
2019-03-13,21199.9851,13199.99072,32899.97687,15299.98924,2019
2019-03-14,19399.98636,14399.98988,25199.98228,15399.98917,2019
2019-03-15,19599.98622,12199.99142,23599.98341,15299.98924,2019
2019-03-16,18999.98664,11199.99213,22099.98446,15299.98924,2019
2019-03-17,18799.98678,7999.994376,21899.9846,15299.98924,2019
2019-03-18,18799.98678,11199.99213,22099.98446,10099.9929,2019
2019-03-19,18699.98685,9499.993321,23799.98327,12999.99086,2019
2019-03-20,19499.98629,11999.99156,23899.9832,14099.99009,2019
2019-03-21,21199.9851,15199.98931,28499.97996,21799.98467,2019
2019-03-22,20199.9858,18299.98713,30699.97842,15499.9891,2019
2019-03-23,17799.98749,17299.98784,26999.98102,15799.98889,2019
2019-03-24,17199.98791,16999.98805,27199.98088,15499.9891,2019
2019-03-25,17499.9877,13899.99023,25299.98221,15499.9891,2019
2019-03-26,19499.98629,12699.99107,25099.98235,15499.9891,2019
2019-03-27,19899.98601,10599.99255,29399.97933,15799.98889,2019
2019-03-28,19999.98594,12399.99128,32099.97743,15799.98889,2019
2019-03-29,20999.98524,13699.99037,29399.97933,15499.9891,2019
2019-03-30,25299.98221,17699.98756,35799.97483,18699.98685,2019
2019-03-31,27699.98053,27499.98067,41699.97068,28099.98024,2019
2019-04-01,24699.98263,28799.97975,42699.96998,28599.97989,2019
2019-04-02,22999.98383,23799.98327,40099.97181,22299.98432,2019
2019-04-03,22699.98404,21499.98488,40899.97125,25499.98207,2019
2019-04-04,22599.98411,23099.98376,41999.97047,31799.97764,2019
2019-04-05,23699.98334,25899.98179,43699.96928,25499.98207,2019
2019-04-06,23099.98376,32499.97715,49599.96513,31799.97764,2019
2019-04-07,26399.98144,46199.96752,49699.96506,25499.98207,2019
2019-04-08,33799.97624,44599.96864,52299.96323,25499.98207,2019
2019-04-09,34199.97596,41799.97061,54699.96154,31299.97799,2019
2019-04-10,35599.97497,37699.9735,52599.96302,30499.97856,2019
2019-04-11,38099.97321,42399.97019,59999.95782,33599.97638,2019
2019-04-12,38699.97279,52699.96295,62899.95578,30999.97821,2019
2019-04-13,36399.97441,47699.96646,61799.95655,30999.97821,2019
2019-04-14,37999.97328,51199.964,60999.95711,30999.97821,2019
2019-04-15,36799.97413,60399.95754,61799.95655,30999.97821,2019
2019-04-16,34299.97589,55199.96119,55999.96063,24699.98263,2019
2019-04-17,36799.97413,57799.95936,52599.96302,30999.97821,2019
2019-04-18,43299.96956,121399.9147,62199.95627,36199.97455,2019
2019-04-19,39099.97251,109599.9229,60299.95761,29899.97898,2019
2019-04-20,34299.97589,86899.93891,52799.96288,29899.97898,2019
2019-04-21,34099.97603,69299.95128,52799.96288,26499.98137,2019
2019-04-22,34999.97539,73199.94854,53799.96218,26499.98137,2019
2019-04-23,35499.97504,70799.95022,57499.95958,26499.98137,2019
2019-04-24,37299.97378,75399.94699,56499.96028,34599.97567,2019
2019-04-25,42499.97012,76299.94636,60699.95733,42099.9704,2019
2019-04-26,44699.96857,84199.9408,61499.95676,38799.97272,2019
2019-04-27,44699.96857,87799.93827,68299.95198,35399.97511,2019
2019-04-28,41099.97111,71399.9498,64699.95451,32099.97743,2019
2019-04-29,41299.97096,63999.95501,58899.95859,32099.97743,2019
2019-04-30,41799.97061,59799.95796,57299.95972,32099.97743,2019
2019-05-01,42699.96998,54399.96175,51799.96358,32099.97743,2019
2019-05-02,42999.96977,52499.96309,52899.96281,29699.97912,2019
2019-05-03,42599.97005,48499.9659,50599.96443,30699.97842,2019
2019-05-04,40899.97125,43699.96928,48199.96611,28699.97982,2019
2019-05-05,38399.973,36399.97441,44699.96857,22499.98418,2019
2019-05-06,36999.97399,34299.97589,42399.97019,22999.98383,2019
2019-05-07,35199.97525,35499.97504,41499.97082,23699.98334,2019
2019-05-08,36099.97462,38099.97321,41799.97061,23799.98327,2019
2019-05-09,36899.97406,40999.97118,42899.96984,24599.98271,2019
2019-05-10,37299.97378,47099.96689,45299.96815,24799.98256,2019
2019-05-11,40699.97139,49499.9652,45299.96815,28499.97996,2019
2019-05-12,43999.96907,46199.96752,42899.96984,29299.9794,2019
2019-05-13,45299.96815,47699.96646,42899.96984,29899.97898,2019
2019-05-14,48899.96562,46999.96696,44299.96886,30299.9787,2019
2019-05-15,48599.96583,52499.96309,45499.96801,30299.9787,2019
2019-05-16,52699.96295,57899.95929,45499.96801,30299.9787,2019
2019-05-17,57799.95936,64699.95451,44499.96871,30299.9787,2019
2019-05-18,59699.95803,66299.95339,46699.96717,27299.98081,2019
2019-05-19,62799.95585,65499.95395,49799.96499,33599.97638,2019
2019-05-20,57699.95943,55299.96112,46699.96717,30299.9787,2019
2019-05-21,57199.95979,51499.96379,47699.96646,30699.97842,2019
2019-05-22,56299.96042,47599.96654,49899.96492,34199.97596,2019
2019-05-23,58999.95852,45499.96801,46899.96703,34399.97582,2019
2019-05-24,67599.95247,50199.96471,50099.96478,35099.97532,2019
2019-05-25,75099.9472,56999.95993,52199.9633,35699.9749,2019
2019-05-26,75499.94692,75999.94657,53299.96253,43999.96907,2019
2019-05-27,69899.95086,61599.95669,48299.96604,33399.97652,2019
2019-05-28,67999.95219,56999.95993,47199.96682,29999.97891,2019
2019-05-29,64299.95479,46099.96759,46199.96752,30499.97856,2019
2019-05-30,64799.95444,39399.9723,49399.96527,30499.97856,2019
2019-05-31,70999.95008,46399.96738,49599.96513,34599.97567,2019
2019-06-01,76899.94594,53599.96232,51399.96386,42499.97012,2019
2019-06-02,94299.9337,60599.9574,52299.96323,42499.97012,2019
2019-06-03,100699.9292,69899.95086,52599.96302,46299.96745,2019
2019-06-04,110599.9222,74599.94755,56899.96,46299.96745,2019
2019-06-05,112399.921,72299.94917,58399.95894,46299.96745,2019
2019-06-06,103999.9269,67299.95269,55499.96098,46299.96745,2019
2019-06-07,92299.93511,59899.95789,51299.96393,42599.97005,2019
2019-06-08,81799.94249,53599.96232,48499.9659,38899.97265,2019
2019-06-09,81499.9427,56999.95993,46399.96738,43899.96914,2019
2019-06-10,75399.94699,69299.95128,47099.96689,43999.96907,2019
2019-06-11,90999.93602,69999.95079,49299.96534,51699.96365,2019
2019-06-12,104999.9262,78499.94481,53499.96239,55599.96091,2019
2019-06-13,117099.9177,82399.94207,75399.94699,59499.95817,2019
2019-06-14,102499.9279,67399.95262,75599.94685,52099.96337,2019
2019-06-15,86299.93933,56099.96056,61899.95648,45199.96822,2019
2019-06-16,93699.93413,56299.96042,60299.95761,41399.97089,2019
2019-06-17,91499.93567,57999.95922,55999.96063,45199.96822,2019
2019-06-18,100199.9296,55099.96126,58199.95908,45399.96808,2019
2019-06-19,100999.929,60899.95718,58199.95908,45499.96801,2019
2019-06-20,114599.9194,62599.95599,51799.96358,45599.96794,2019
2019-06-21,114799.9193,66599.95318,54999.96133,45699.96787,2019
2019-06-22,119399.9161,72999.94868,54899.9614,41999.97047,2019
2019-06-23,116299.9182,75999.94657,51199.964,41999.97047,2019
2019-06-24,132499.9068,76699.94608,50299.96464,41999.97047,2019
2019-06-25,136699.9039,75399.94699,57999.95922,49599.96513,2019
2019-06-26,,,,,2019
2019-06-27,,,,,2019
2019-06-28,,,,,2019
2019-06-29,114899.9192,53299.96253,49599.96513,68399.95191,2019
2019-06-30,117299.9175,52499.96309,53399.96246,70099.95072,2019
2019-07-01,130099.9085,55099.96126,53399.96246,69999.95079,2019
2019-07-02,146899.8967,55099.96126,57299.95972,66299.95339,2019
2019-07-03,146199.8972,50899.96422,53599.96232,63499.95536,2019
2019-07-04,156199.8902,53399.96246,64899.95437,71199.94994,2019
2019-07-05,190499.8661,59799.95796,83699.94116,81399.94277,2019
2019-07-06,217299.8472,65599.95388,77199.94573,86099.93947,2019
2019-07-07,219899.8454,63399.95543,77499.94551,95299.933,2019
2019-07-08,225099.8417,55899.9607,74099.9479,96499.93216,2019
2019-07-09,231799.837,65299.95409,85699.93975,94999.93321,2019
2019-07-10,254699.8209,68899.95156,97299.93159,97599.93138,2019
